quote_date,expiration,strike,option_type,underlying_price,bid,ask,mid,volume,open_interest,implied_volatility,moneyness,tte,delta,gamma,vega,theta,z_vol_oi,z_iv,z_spread,iv_residual,pcp_deviation,pcp_dev_pct,if_score_pct,composite_score,flag_wide_spread,flag_zscore_anomaly,flag_surface_anomaly,flag_pcp_violation,flag_greeks_anomaly,if_anomaly
2026-04-21,2027-01-15,385.0,C,706.8800048828125,312.21,316.13,314.16999999999996,20.0,0.0,1.0000000000000003e-05,0.5446468952871651,269,0.9904649279328672,0.0,0.0,-0.07772356516376383,1.795899685751457,-1.5700878730278152,-0.29662567086240943,-0.4598185838370194,-18.00517627499579,-0.11369416323873097,0.8069242620742415,3,False,False,True,True,False,True
2026-04-21,2027-06-17,1340.0,C,706.8800048828125,0.04,0.07,0.05500000000000001,1.0,812.0,0.1958088232421875,1.8956541290514322,422,0.003232501924650029,6.564842013174621e-05,0.07426214978978664,-0.002110129073557306,-0.06924997532953561,-0.5101343071060502,3.9796593319460922,0.039888931871169486,-67.99758997629817,-0.21464393810350385,0.503650155786292,3,True,False,False,True,False,True
2026-04-21,2026-04-22,710.0,C,706.8800048828125,1.23,1.24,1.2349999999999999,44807.0,4308.0,0.11927150268554687,1.0044137549451617,1,0.2465984095958388,0.07148363789477502,0.11671908304260077,-0.7270136933495198,0.900429936067991,-0.9244677770767152,-0.3317693714835575,-0.2351666227498872,-0.3959722630568794,-0.13400072049277795,0.7272425124973648,3,False,False,False,True,True,True
2026-04-21,2026-04-22,709.0,C,706.8800048828125,1.6,1.61,1.605,15852.0,2087.0,0.12098046997070314,1.0029990876846757,1,0.3253128240412916,0.08043532771487208,0.133217301686274,-0.8466506602333251,0.6386853789248752,-0.9152163120374978,-0.34674612633608054,-0.23396905102635676,-0.37582980745120986,-0.13350965326520658,0.6892671098842192,3,False,False,False,True,True,True
2026-04-21,2027-01-15,220.0,C,706.8800048828125,473.75,477.5,475.625,2.0,3.0,1.0000000000000003e-05,0.3112267973069515,269,0.9904649279328672,0.0,0.0,-0.055100532058606405,-0.022733080836126268,-1.5700878730278152,-0.3334767757907138,-0.6338329223761902,-13.381466340043175,-0.05619867407435429,0.4983637525372936,3,False,False,True,True,False,True
2026-04-21,2027-01-15,240.0,C,706.8800048828125,437.15,440.03,438.59,5.0,4.0,1.0000000000000003e-05,0.3395201425166744,269,0.9904649279328672,0.0,0.0,-0.057842717889534566,0.02389852856355536,-1.5700878730278152,-0.3440505267916944,-0.6108049107840277,-31.313431180643477,-0.14255084350302796,0.5314831101864543,3,False,False,True,True,False,True
2026-04-21,2026-04-21,704.0,C,706.8800048828125,3.07,3.11,3.09,3527.0,1096.0,0.07691352783203126,0.9959257513822449,1,0.8514135398611113,0.08140095693678884,0.08570985732433249,-0.43633846353480826,0.2304888856122816,-1.1537719462630323,-0.29287343048307274,-0.2806129919851906,-0.4301175294228643,-0.2353583004457258,0.6594087127438226,3,False,False,False,True,True,True
2026-04-21,2028-01-21,50.0,C,706.8800048828125,627.71,632.5,630.105,1.0,0.0,1.0000000000000003e-05,0.07073336302430717,640,0.9774633117652628,0.0,0.0,-0.031111681819134283,0.02389852856355536,-1.5700878730278152,-0.33574302337334844,-0.8308184372801523,-15.291513934364048,-0.04852946750080397,0.6253835247055495,3,False,False,True,True,False,True
2026-04-21,2026-05-15,375.0,P,706.8800048828125,0.02,0.03,0.025,422.0,3054.0,0.773439765625,0.5305002226823038,24,-0.0004686211025368026,1.1937329059118435e-05,0.0030334960541063298,-0.004849990537731745,-0.05648184953749978,2.616860876149431,2.812620548661572,0.3021809918955366,-0.12102815966477465,-0.00072802176902268,0.5451279064837811,3,False,True,True,False,False,True
2026-04-21,2026-12-18,860.0,P,706.8800048828125,197.54,201.01,199.27499999999998,24.0,0.0,0.42624475128173833,1.2166138440180834,241,-0.6196340496283094,0.0015355966505050914,2.15949286187638,-0.11814147726562894,2.16895256094891,0.7373266305927105,-0.2570238034075803,0.3166167924850499,-67.43972557328146,-0.6711255121498292,0.8295605276395656,3,False,False,True,True,False,True
2026-04-21,2026-12-18,855.0,P,706.8800048828125,268.0,272.78,270.39,1.0,0.0,0.7513452600097656,1.2095405077156525,241,-0.48155512369076264,0.0009159168803151562,2.2704460491553204,-0.28162478895032883,0.02389852856355536,2.4972526495709775,-0.25489723553214927,0.6401480266652337,-143.15096800032796,-1.051324461206305,0.6127379725290562,3,False,False,True,True,False,True
2026-04-21,2026-05-29,470.0,C,706.8800048828125,241.48,244.28,242.88,60.0,60.0,0.8881847119140623,0.6648936124284873,38,0.9418520610138712,0.0005630597518053871,0.26015962900832706,-0.3878452989457385,0.02236962333733629,3.2380306716397413,-0.30423982499277774,0.457961917339454,4.193493464103113,0.03449944204852777,0.5553073020059516,3,False,False,True,True,False,True
2026-04-21,2028-06-16,160.0,C,706.8800048828125,531.79,536.0,533.895,21.0,41.0,1.0000000000000003e-05,0.22634676167778295,787,0.9723590623879326,0.0,0.0,-0.044857498385729576,-0.022733080836126268,-1.5700878730278152,-0.3334680867835067,-0.6809672885337464,-11.646340560953377,-0.04352755157178538,0.6013544985039665,3,False,False,True,True,False,True
2026-04-21,2028-06-16,165.0,C,706.8800048828125,527.0,531.5,529.25,20.0,10.0,1.0000000000000003e-05,0.23342009798021365,787,0.9723590623879326,0.0,0.0,-0.045494275062681555,0.10020479849030713,-1.5700878730278152,-0.32851643157233723,-0.6747598128649676,-11.776658116963517,-0.04440377453433406,0.679085414840996,3,False,False,True,True,False,True
2026-04-21,2028-01-21,60.0,C,706.8800048828125,619.25,624.0,621.625,1.0,1.0,1.0000000000000003e-05,0.0848800356291686,640,0.9774633117652628,0.0,0.0,-0.032412187762295826,-0.022733080836126268,-1.5700878730278152,-0.33542726118563737,-0.8169686467469093,-14.65796260255695,-0.04715218038506994,0.5887215582534129,3,False,False,True,True,False,True
